ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Known 1,Known 2,ProceedingsType,Crimes in pre,DV in Pre
10411,No,M,Black,17,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
537,No,M,Black,17,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
1591,No,M,Black,17,M,Boy/Girlfriend,Current,Charge/further charge,1,0
11874,No,M,Black,17,M,Boy/Girlfriend,Current,Charge/further charge,1,0
8488,No,M,Black,17,S,Boy/Girlfriend,Current,Charge/further charge,1,0
12470,No,M,Black,17,S,Boy/Girlfriend,Ex,Second time charged,1,0
5798,No,M,Black,18,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6521,No,M,Black,18,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12228,No,F,Black,18,H,Boy/Girlfriend,Current,First time charged,0,0
12491,No,F,Black,18,H,Boy/Girlfriend,Current,First time charged,0,0
164,No,M,Black,18,H,Boy/Girlfriend,Current,Charge/further charge,2,0
11979,No,M,Black,18,H,Boy/Girlfriend,Ex,Charge/further charge,2,1
2435,No,M,Black,18,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6200,No,M,Black,18,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
10792,No,M,Black,18,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11783,No,F,Black,18,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12417,No,M,Black,18,Unknown,Boy/Girlfriend,Current,Third and subsequent time charged,1,0
4920,No,M,Black,19,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6849,No,F,Black,19,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7533,No,F,Black,19,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11923,No,M,Black,19,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12101,No,M,Black,19,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12473,No,M,Black,19,H,Boy/Girlfriend,Current,Second time charged,0,0
821,No,M,Black,19,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
1853,No,M,Black,19,H,Boy/Girlfriend,Current,Charge/further charge,2,0
3262,No,M,Black,19,M,Boy/Girlfriend,Ex,Charge/further charge,2,2
3347,No,F,Black,19,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6222,No,M,Black,19,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8882,No,F,Black,19,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10353,No,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10435,No,F,Black,19,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10655,No,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11245,Yes,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12082,No,F,Black,19,S,Partner/Spouse,Current,First time charged,0,0
12555,No,M,Black,19,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
1654,No,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
1654,No,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
5186,No,M,Black,19,S,Boy/Girlfriend,Current,Charge/further charge,2,0
1262,No,M,Black,19,S,Boy/Girlfriend,Current,Charge/further charge,1,1
3620,No,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,2,1
3262,No,M,Black,19,S,Boy/Girlfriend,Ex,Charge/further charge,2,2
2822,No,M,Black,20,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
5416,No,M,Black,20,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6737,No,M,Black,20,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8922,No,M,Black,20,M,Partner/Spouse,Current,Charge/further charge,0,0
9211,No,M,Black,20,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9602,No,M,Black,20,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10584,No,M,Black,20,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11388,No,M,Black,20,H,Boy/Girlfriend,Ex,Second time charged,0,0
11388,No,M,Black,20,H,Boy/Girlfriend,Ex,Second time charged,0,0
11420,No,M,Black,20,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11664,No,M,Black,20,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11705,No,F,Black,20,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11983,No,M,Black,20,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12362,No,F,Black,20,M,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
568,No,M,Black,20,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
8597,No,M,Black,20,M,Boy/Girlfriend,Current,Charge/further charge,1,0
11972,No,M,Black,20,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
58,No,M,Black,20,H,Boy/Girlfriend,Current,Charge/further charge,4,2
3590,No,F,Black,20,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
3590,No,F,Black,20,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
4724,No,F,Black,20,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5980,No,F,Black,20,S,Boy/Girlfriend,Current,Adult caution,0,0
6641,No,F,Black,20,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6851,No,F,Black,20,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7255,No,M,Black,20,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10151,No,F,Black,20,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11987,No,F,Black,20,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12083,No,M,Black,20,S,Boy/Girlfriend,Current,First time charged,0,0
12130,No,F,Black,20,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12395,No,M,Black,20,S,Boy/Girlfriend,Current,First time charged,0,0
12493,No,M,Black,20,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
3225,No,M,Black,21,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3253,No,M,Black,21,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
3253,No,M,Black,21,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10834,No,M,Black,21,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11182,No,M,Black,21,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11240,No,F,Black,21,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11264,No,F,Black,21,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11886,No,M,Black,21,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12026,No,M,Black,21,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12290,Yes,M,Black,21,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12366,No,M,Black,21,H,Boy/Girlfriend,Current,First time charged,0,0
12412,No,F,Black,21,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1783,Yes,M,Black,21,H,Boy/Girlfriend,Current,Charge/further charge,1,0
9176,No,F,Black,21,M,Boy/Girlfriend,Ex,Summons,1,0
940,No,M,Black,21,H,Boy/Girlfriend,Ex,Charge/further charge,4,0
2126,No,M,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
2583,Yes,M,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4295,No,M,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10101,No,M,Black,21,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11822,Yes,M,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12051,No,M,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4983,No,M,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,1,0
7998,No,M,Black,21,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
11865,No,F,Black,21,S,Boy/Girlfriend,Current,Charge/further charge,1,0
12174,No,M,Black,21,S,Boy/Girlfriend,Ex,Third and subsequent time charged,1,0
8402,Yes,M,Black,21,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
8402,No,M,Black,21,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
12016,Yes,M,Black,21,S,Partner/Spouse,Ex,Charge/further charge,1,1
2850,No,M,Black,22,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3294,No,F,Black,22,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5884,No,F,Black,22,M,Partner/Spouse,Current,Charge/further charge,0,0
6268,No,M,Black,22,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7190,No,M,Black,22,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11325,No,F,Black,22,M,Boy/Girlfriend,Ex,Conditional caution,0,0
11388,No,M,Black,22,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11401,No,F,Black,22,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12484,No,M,Black,22,H,Boy/Girlfriend,Current,Charge/further charge,0,0
543,No,M,Black,22,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
565,No,M,Black,22,H,Boy/Girlfriend,Current,Postal Charge Requisition,1,0
583,No,M,Black,22,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
3835,No,M,Black,22,M,Partner/Spouse,Current,Charge/further charge,1,0
10677,No,M,Black,22,M,Boy/Girlfriend,Ex,Summons,1,0
11767,No,M,Black,22,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
1153,No,M,Black,22,H,Boy/Girlfriend,Current,Charge/further charge,2,0
1226,No,M,Black,22,H,Boy/Girlfriend,Ex,Postal Charge Requisition,2,1
4875,No,M,Black,22,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
7678,No,F,Black,22,S,Boy/Girlfriend,Ex,Adult caution,0,0
8688,No,F,Black,22,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9187,No,M,Black,22,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9282,No,M,Black,22,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10510,No,F,Black,22,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10523,No,F,Black,22,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12145,No,M,Black,22,S,Boy/Girlfriend,Current,First time charged,0,0
12168,Yes,M,Black,22,S,Boy/Girlfriend,Current,First time charged,0,0
11300,No,M,Black,22,S,Boy/Girlfriend,Current,Charge/further charge,1,0
12089,No,M,Black,22,S,Boy/Girlfriend,Ex,First time charged,1,0
719,No,M,Black,22,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
11418,No,M,Black,22,S,Boy/Girlfriend,Current,Charge/further charge,2,1
3897,No,F,Black,23,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9762,No,M,Black,23,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10904,No,M,Black,23,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12288,No,M,Black,23,H,Partner/Spouse,Current,First time charged,0,0
1594,No,M,Black,23,M,Boy/Girlfriend,Current,Charge/further charge,1,0
3027,Yes,M,Black,23,H,Boy/Girlfriend,Current,Charge/further charge,1,0
2407,No,M,Black,23,H,Boy/Girlfriend,Ex,Charge/further charge,2,2
58,No,M,Black,23,H,Boy/Girlfriend,Ex,Postal Charge Requisition,4,2
1353,No,F,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1749,No,M,Black,23,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6278,No,F,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7425,No,M,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7535,No,M,Black,23,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8771,No,M,Black,23,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10847,No,F,Black,23,S,Boy/Girlfriend,Current,Adult caution,0,0
10911,No,F,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11554,No,M,Black,23,S,Partner/Spouse,Current,Charge/further charge,0,0
12257,No,F,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,0,0
787,No,M,Black,23,S,Boy/Girlfriend,Ex,Postal Charge Requisition,1,0
2295,No,M,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,1,0
4737,No,M,Black,23,S,Boy/Girlfriend,Current,Charge/further charge,1,0
10203,No,M,Black,23,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
3029,No,M,Black,24,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
4329,No,M,Black,24,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
4885,No,M,Black,24,M,Boy/Girlfriend,Current,Adult caution,0,0
6626,No,M,Black,24,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
7575,No,M,Black,24,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
9913,No,M,Black,24,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12353,No,M,Black,24,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6943,No,M,Black,24,M,Boy/Girlfriend,Current,Charge/further charge,1,0
2129,No,M,Black,24,M,Boy/Girlfriend,Current,Charge/further charge,1,1
2407,No,M,Black,24,H,Boy/Girlfriend,Ex,Charge/further charge,2,2
1483,No,M,Black,24,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
2173,No,M,Black,24,S,Boy/Girlfriend,Current,Charge/further charge,0,0
3923,No,M,Black,24,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
7787,No,M,Black,24,S,Boy/Girlfriend,Current,Adult caution,0,0
11092,No,M,Black,24,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12272,No,M,Black,24,S,Boy/Girlfriend,Current,Second time charged,0,0
11351,Yes,M,Black,24,S,Boy/Girlfriend,Current,Charge/further charge,1,0
420,No,M,Black,24,S,Boy/Girlfriend,Ex,Charge/further charge,3,0
8849,No,M,Black,24,S,Boy/Girlfriend,Current,Charge/further charge,1,1
11839,No,F,Black,24,S,Boy/Girlfriend,Ex,Charge/further charge,1,1
1299,No,M,Black,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3300,No,M,Black,25,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4947,No,M,Black,25,H,Boy/Girlfriend,Current,Charge/further charge,0,0
8104,No,F,Black,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
8110,No,M,Black,25,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8582,No,F,Black,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
8960,No,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
8960,No,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
9613,No,M,Black,25,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
9613,No,M,Black,25,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
9907,No,M,Black,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11280,No,M,Black,25,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11315,No,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12217,No,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12554,No,M,Black,25,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
12625,No,M,Black,25,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12646,No,M,Black,25,M,Partner/Spouse,Ex,Third and subsequent time charged,0,0
435,Yes,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
651,No,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
563,No,M,Black,25,H,Boy/Girlfriend,Ex,Charge/further charge,2,0
2163,No,F,Black,25,S,Boy/Girlfriend,Current,Postal Charge Requisition,0,0
4210,No,F,Black,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5995,No,F,Black,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6958,No,M,Black,25,S,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
6958,No,M,Black,25,S,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
7031,No,M,Black,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8419,No,M,Black,25,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8628,No,F,Black,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10638,No,M,Black,25,S,Boy/Girlfriend,Ex,Adult caution,0,0
11249,No,M,Black,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11764,No,M,Black,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12150,No,M,Black,25,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
12303,No,F,Black,25,Unknown,Boy/Girlfriend,Current,Adult caution,0,0
256,No,M,Black,26,H,Boy/Girlfriend,Current,Charge/further charge,0,0
817,No,F,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
2096,No,M,Black,26,H,Boy/Girlfriend,Current,Charge/further charge,0,0
2766,No,M,Black,26,H,Partner/Spouse,Ex,Charge/further charge,0,0
5743,No,M,Black,26,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6426,No,M,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6536,No,M,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8083,Yes,M,Black,26,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
9188,No,M,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10491,No,M,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11131,No,F,Black,26,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11169,No,M,Black,26,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11426,No,M,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11426,No,M,Black,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11871,Yes,M,Black,26,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12469,No,M,Black,26,M,Boy/Girlfriend,Current,First time charged,0,0
12610,No,M,Black,26,H,Boy/Girlfriend,Ex,First time charged,0,0
12610,No,M,Black,26,H,Boy/Girlfriend,Ex,First time charged,0,0
5529,No,M,Black,26,H,Partner/Spouse,Current,Charge/further charge,1,0
6806,No,M,Black,26,M,Boy/Girlfriend,Current,Charge/further charge,1,0
10617,No,M,Black,26,M,Boy/Girlfriend,Current,Charge/further charge,1,1
1060,No,M,Black,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
2414,No,M,Black,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
3592,No,M,Black,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
4721,No,M,Black,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5129,No,M,Black,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6371,No,M,Black,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6551,No,F,Black,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7743,No,F,Black,26,S,Partner/Spouse,Current,Adult caution,0,0
8784,No,M,Black,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9073,No,F,Black,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
716,No,M,Black,26,S,Boy/Girlfriend,Current,Postal Charge Requisition,1,0
3561,No,M,Black,26,S,Boy/Girlfriend,Current,Charge/further charge,1,1
5058,No,M,Black,26,S,Boy/Girlfriend,Current,Charge/further charge,1,1
2499,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
3317,No,F,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
7780,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8729,No,M,Black,27,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9182,No,M,Black,27,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10691,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10887,No,M,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11434,No,F,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11434,No,F,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11497,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12219,No,F,Black,27,H,Boy/Girlfriend,Ex,First time charged,0,0
1578,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
1886,No,M,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,1,0
7229,No,M,Black,27,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
11455,No,F,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,1,0
12077,No,M,Black,27,H,Boy/Girlfriend,Current,Charge/further charge,1,0
1447,No,M,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,2,0
1777,No,M,Black,27,H,Boy/Girlfriend,Ex,Charge/further charge,1,1
2540,No,M,Black,27,H,Boy/Girlfriend,Ex,Charge/further charge,1,1
2802,No,M,Black,27,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
3250,No,M,Black,27,S,Partner/Spouse,Current,Charge/further charge,0,0
3369,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4713,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4821,No,F,Black,27,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8905,No,M,Black,27,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9940,No,F,Black,27,S,Boy/Girlfriend,Current,Adult caution,0,0
10714,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10871,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11127,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11168,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11257,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11408,No,M,Black,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11755,No,M,Black,27,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12348,No,M,Black,27,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12414,No,M,Black,27,S,Boy/Girlfriend,Current,First time charged,0,0
12415,No,M,Black,27,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
1336,No,M,Black,28,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
3673,No,F,Black,28,H,Partner/Spouse,Ex,Charge/further charge,0,0
4787,No,F,Black,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
4909,No,F,Black,28,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
4909,No,F,Black,28,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
4932,No,M,Black,28,H,Boy/Girlfriend,Current,Charge/further charge,0,0
6041,No,M,Black,28,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8655,No,M,Black,28,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
9254,No,M,Black,28,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11332,No,M,Black,28,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11439,No,F,Black,28,H,Partner/Spouse,Current,Charge/further charge,0,0
2828,No,M,Black,28,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
3461,No,M,Black,28,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
7302,No,M,Black,28,M,Boy/Girlfriend,Current,Charge/further charge,1,0
7838,No,M,Black,28,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
532,No,M,Black,28,M,Partner/Spouse,Ex,First time charged,4,0
5169,No,M,Black,28,M,Partner/Spouse,Ex,Charge/further charge,10,0
504,No,M,Black,28,H,Boy/Girlfriend,Ex,Postal Charge Requisition,1,1
4389,No,M,Black,28,H,Boy/Girlfriend,Current,Charge/further charge,1,1
12681,No,M,Black,28,H,Boy/Girlfriend,Ex,First time charged,1,1
11844,Yes,M,Black,28,H,Boy/Girlfriend,Current,Charge/further charge,3,1
5555,No,F,Black,28,S,Boy/Girlfriend,Current,Adult caution,0,0
6279,No,M,Black,28,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6608,No,M,Black,28,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7241,No,F,Black,28,S,Boy/Girlfriend,Current,Adult caution,0,0
12271,Yes,M,Black,28,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
12517,No,M,Black,28,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8674,No,M,Black,28,S,Boy/Girlfriend,Current,Charge/further charge,1,0
11545,No,M,Black,28,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
719,No,M,Black,28,S,Boy/Girlfriend,Current,Charge/further charge,2,0
1796,No,F,Black,28,S,Boy/Girlfriend,Current,Charge/further charge,1,1
419,No,M,Black,29,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
1274,Yes,M,Black,29,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3109,No,M,Black,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
